transaction_id,account_id,transaction_date,post_date,merchant_id,amount,status,is_international,mcc_code,rewards_earned,description
CC_TXN_1045,CC_1000,2023-10-08,2023-10-09,1023,176.51928704580288,COMPLETED,True,5158,4.572383816288049,Purchase at Kaiser
CC_TXN_1046,CC_1000,2023-06-05,2023-06-07,1035,147.04885920064433,COMPLETED,False,9976,4.392607418469063,Purchase at Local Cafe
CC_TXN_1047,CC_1000,2023-07-07,2023-07-08,1015,36.45250999092771,COMPLETED,False,4118,3.601103306043468,Purchase at Disney+
CC_TXN_1048,CC_1000,2023-06-18,2023-06-20,1006,21.563646906517107,COMPLETED,False,5825,4.380245550572853,Purchase at Amazon
CC_TXN_1049,CC_1000,2023-06-25,2023-06-27,1039,25.07593218421593,COMPLETED,False,6575,1.6469479482971412,Purchase at Cash App
CC_TXN_1050,CC_1000,2023-03-23,2023-03-25,1019,49.55508969449719,COMPLETED,False,2183,4.97349920925042,Purchase at Verizon
CC_TXN_1051,CC_1000,2023-06-10,2023-06-12,1026,282.71445795772127,COMPLETED,False,7233,3.492283633703393,Purchase at United Airlines
CC_TXN_1052,CC_1000,2023-09-16,2023-09-18,1032,86.32542812798052,COMPLETED,True,4905,1.7386824964513323,Purchase at Starbucks
CC_TXN_1053,CC_1000,2023-08-19,2023-08-19,1034,63.095488906132594,COMPLETED,False,5967,2.4714152179106015,Purchase at Subway
CC_TXN_1054,CC_1000,2023-09-30,2023-10-01,1005,465.5947319035252,COMPLETED,False,6735,4.8473924049369135,Purchase at Kroger
CC_TXN_1055,CC_1000,2023-07-23,2023-07-25,1025,58.88381424327802,COMPLETED,False,6066,2.298989690919479,Purchase at Blue Cross
CC_TXN_1056,CC_1000,2023-11-20,2023-11-20,1003,48.86687823803706,COMPLETED,True,3309,3.073439910765523,Purchase at Trader Joes
CC_TXN_1057,CC_1000,2023-08-03,2023-08-03,1018,116.8181164024129,COMPLETED,False,9531,1.8118171493559174,Purchase at Comcast
CC_TXN_1058,CC_1000,2023-09-16,2023-09-17,1016,13.53387893556739,COMPLETED,False,2569,3.4427827523140153,Purchase at AT&T
CC_TXN_1059,CC_1000,2023-09-09,2023-09-10,1023,391.41864340214335,COMPLETED,True,5158,3.703241015575691,Purchase at Kaiser
CC_TXN_1060,CC_1000,2023-08-09,2023-08-10,1025,56.09072420793713,COMPLETED,False,6066,2.106710313187112,Purchase at Blue Cross
CC_TXN_1061,CC_1000,2023-05-11,2023-05-12,1036,19.710142305551443,COMPLETED,False,6335,2.671875366617885,Purchase at Venmo
CC_TXN_1062,CC_1000,2023-05-13,2023-05-15,1025,14.91864652996392,COMPLETED,False,6066,4.118693146456636,Purchase at Blue Cross
CC_TXN_1063,CC_1000,2023-05-23,2023-05-25,1033,12.787112200502564,COMPLETED,False,4661,2.441333967215773,Purchase at Chipotle
CC_TXN_1064,CC_1000,2023-01-30,2023-01-31,1012,69.24388480254451,COMPLETED,False,8445,2.962229996933268,Purchase at AMC Theaters
CC_TXN_1065,CC_1000,2023-02-19,2023-02-19,1003,67.51090504253001,COMPLETED,True,3309,1.8086818527132373,Purchase at Trader Joes
CC_TXN_1066,CC_1000,2023-06-28,2023-06-29,1010,8.590460859755353,COMPLETED,False,5590,2.5134282422478202,Purchase at Nike
CC_TXN_1067,CC_1000,2023-05-12,2023-05-13,1034,51.01060520124388,COMPLETED,False,5967,4.983392703962377,Purchase at Subway
CC_TXN_1068,CC_1000,2023-04-06,2023-04-08,1023,40.28320198126888,COMPLETED,True,5158,4.776303572812507,Purchase at Kaiser
CC_TXN_1069,CC_1000,2023-09-13,2023-09-15,1037,41.63741415572633,COMPLETED,True,7508,4.2926503004320455,Purchase at PayPal
CC_TXN_1070,CC_1000,2023-10-24,2023-10-26,1002,87.6357979379969,COMPLETED,False,1846,3.414764338114153,Purchase at Whole Foods
CC_TXN_1071,CC_1000,2023-10-29,2023-10-30,1016,66.86752158263694,COMPLETED,False,2569,4.464117636645183,Purchase at AT&T
CC_TXN_1072,CC_1000,2023-08-08,2023-08-10,1031,133.6669756266306,COMPLETED,False,1496,3.810120956757544,Purchase at McDonalds
CC_TXN_1073,CC_1000,2023-10-04,2023-10-04,1001,48.81594866925412,COMPLETED,False,9755,1.5944240550060433,Purchase at Walmart
CC_TXN_1074,CC_1000,2023-10-17,2023-10-18,1031,88.26129778191779,COMPLETED,False,1496,4.296020289857902,Purchase at McDonalds
CC_TXN_1075,CC_1000,2023-09-22,2023-09-22,1017,72.73675958998257,COMPLETED,False,2337,2.6107733555704704,Purchase at PG&E
CC_TXN_1076,CC_1000,2023-02-17,2023-02-19,1003,18.231654776116827,COMPLETED,True,3309,2.3709766657408156,Purchase at Trader Joes
CC_TXN_1077,CC_1000,2023-03-27,2023-03-29,1030,189.29519402836362,COMPLETED,False,7212,2.0884484128065575,Purchase at Enterprise
CC_TXN_1078,CC_1000,2023-04-22,2023-04-23,1016,20.280929493952637,COMPLETED,False,2569,3.5284543607807293,Purchase at AT&T
CC_TXN_1079,CC_1000,2023-11-18,2023-11-20,1004,17.80680475505728,COMPLETED,True,8151,3.825351188808329,Purchase at Safeway
CC_TXN_1080,CC_1000,2023-12-22,2023-12-22,1025,181.04674668608257,COMPLETED,False,6066,4.651550095936059,Purchase at Blue Cross
CC_TXN_1081,CC_1000,2023-03-19,2023-03-21,1012,53.92326477352137,COMPLETED,False,8445,1.6777338718465655,Purchase at AMC Theaters
CC_TXN_1082,CC_1000,2023-12-07,2023-12-09,1005,89.54665688665642,COMPLETED,False,6735,1.7951805095563893,Purchase at Kroger
CC_TXN_1083,CC_1000,2023-05-04,2023-05-06,1039,231.71260977360694,COMPLETED,False,6575,4.852282510964146,Purchase at Cash App
CC_TXN_1084,CC_1000,2023-06-14,2023-06-14,1009,11.832500679518368,COMPLETED,False,5519,4.653015437487725,Purchase at Macys
CC_TXN_1085,CC_1000,2023-02-20,2023-02-21,1028,47.96776264899642,COMPLETED,False,3150,4.394162841304674,Purchase at Expedia
CC_TXN_1086,CC_1000,2023-04-30,2023-05-02,1003,208.02566856859923,COMPLETED,True,3309,4.629684791172295,Purchase at Trader Joes
CC_TXN_1087,CC_1000,2023-03-18,2023-03-19,1040,57.50023040028115,COMPLETED,False,8243,1.973092232127489,Purchase at Wire Transfer
CC_TXN_1088,CC_1000,2023-11-18,2023-11-18,1034,54.867923074206146,COMPLETED,False,5967,3.4467228527893603,Purchase at Subway
CC_TXN_1089,CC_1000,2023-12-10,2023-12-10,1015,83.18603498605594,COMPLETED,False,4118,4.255959204266451,Purchase at Disney+
CC_TXN_1090,CC_1000,2023-10-18,2023-10-19,1035,43.62922961181935,COMPLETED,False,9976,3.9207037568311187,Purchase at Local Cafe
CC_TXN_1091,CC_1000,2023-05-04,2023-05-04,1006,48.914228056218136,COMPLETED,False,5825,1.69110881093011,Purchase at Amazon
CC_TXN_1092,CC_1000,2023-10-22,2023-10-22,1027,44.63305592008177,COMPLETED,False,5570,3.5544341290932735,Purchase at Marriott
CC_TXN_1093,CC_1000,2023-06-14,2023-06-16,1032,123.11506346329257,COMPLETED,True,4905,3.6746523957358024,Purchase at Starbucks
CC_TXN_1094,CC_1000,2023-08-18,2023-08-19,1029,33.32747664721827,COMPLETED,False,4069,4.181728969507131,Purchase at Airbnb
CC_TXN_1095,CC_1000,2023-05-30,2023-06-01,1026,36.34262727218534,COMPLETED,False,7233,3.814959933186351,Purchase at United Airlines
CC_TXN_1096,CC_1000,2023-06-18,2023-06-18,1032,23.48828386733517,COMPLETED,True,4905,3.128125675972913,Purchase at Starbucks
CC_TXN_1097,CC_1000,2023-08-20,2023-08-22,1032,42.172660589263465,COMPLETED,True,4905,1.2048166086835126,Purchase at Starbucks
CC_TXN_1098,CC_1000,2023-12-21,2023-12-22,1030,153.90474391324304,COMPLETED,False,7212,2.2831491179986894,Purchase at Enterprise
CC_TXN_1099,CC_1000,2023-08-10,2023-08-10,1037,97.1301022561484,COMPLETED,True,7508,2.8749937948583297,Purchase at PayPal
CC_TXN_1100,CC_1000,2023-02-20,2023-02-22,1037,30.983724497834846,COMPLETED,True,7508,3.0075602482395176,Purchase at PayPal
CC_TXN_1101,CC_1000,2023-01-04,2023-01-06,1039,372.22764647667736,COMPLETED,False,6575,1.5112216576844748,Purchase at Cash App
CC_TXN_1102,CC_1000,2023-09-22,2023-09-23,1033,27.768376719141955,COMPLETED,False,4661,4.190556482380655,Purchase at Chipotle
CC_TXN_1103,CC_1000,2023-05-02,2023-05-02,1038,85.9649741289063,COMPLETED,False,2140,2.5400939702558802,Purchase at Zelle
CC_TXN_1104,CC_1000,2023-07-22,2023-07-23,1039,48.77425007030662,COMPLETED,False,6575,3.5684475008196124,Purchase at Cash App
CC_TXN_1105,CC_1000,2023-03-13,2023-03-14,1028,48.451814152796224,COMPLETED,False,3150,1.7301419050983848,Purchase at Expedia
CC_TXN_1106,CC_1000,2023-11-16,2023-11-16,1030,37.3382320159335,COMPLETED,False,7212,1.2082566076146586,Purchase at Enterprise
CC_TXN_1107,CC_1000,2023-07-23,2023-07-24,1031,58.9337872745311,COMPLETED,False,1496,2.359170543905223,Purchase at McDonalds
CC_TXN_1108,CC_1000,2023-11-24,2023-11-24,1016,13.0961727132763,COMPLETED,False,2569,3.5672497430478676,Purchase at AT&T
CC_TXN_1109,CC_1000,2023-07-14,2023-07-14,1025,12.703348668016183,COMPLETED,False,6066,3.5704830874643854,Purchase at Blue Cross
CC_TXN_1110,CC_1000,2023-12-24,2023-12-25,1015,173.83233521416165,COMPLETED,False,4118,4.24750122789452,Purchase at Disney+
CC_TXN_1111,CC_1000,2023-12-03,2023-12-05,1012,301.8918280283097,COMPLETED,False,8445,1.3687530133608354,Purchase at AMC Theaters
CC_TXN_1112,CC_1000,2023-09-12,2023-09-14,1009,18.498332618586517,COMPLETED,False,5519,2.5526657112562336,Purchase at Macys
CC_TXN_1113,CC_1000,2023-08-31,2023-08-31,1027,53.88846538822707,COMPLETED,False,5570,4.341909409830679,Purchase at Marriott
CC_TXN_1114,CC_1000,2023-11-27,2023-11-27,1019,137.90328765386914,COMPLETED,False,2183,3.945988740570703,Purchase at Verizon
CC_TXN_1115,CC_1000,2023-02-09,2023-02-11,1013,161.38270559238768,COMPLETED,False,8436,3.661287907925456,Purchase at Spotify
CC_TXN_1116,CC_1000,2023-05-19,2023-05-21,1036,41.89889156536508,COMPLETED,False,6335,2.06327325996798,Purchase at Venmo
CC_TXN_1117,CC_1000,2023-01-01,2023-01-01,1037,71.93410439232136,COMPLETED,True,7508,1.5772272351856977,Purchase at PayPal
CC_TXN_1118,CC_1000,2023-05-18,2023-05-19,1038,42.89851629798236,COMPLETED,False,2140,1.828755529768527,Purchase at Zelle
CC_TXN_1119,CC_1000,2023-04-21,2023-04-22,1018,42.30240082450748,COMPLETED,False,9531,1.3804464484620294,Purchase at Comcast
CC_TXN_1120,CC_1000,2023-03-07,2023-03-08,1015,34.22462512275688,COMPLETED,False,4118,4.180278480437819,Purchase at Disney+
CC_TXN_1121,CC_1000,2023-06-24,2023-06-26,1025,28.635347853352954,COMPLETED,False,6066,1.9484427842919958,Purchase at Blue Cross
CC_TXN_1122,CC_1000,2023-05-10,2023-05-10,1026,81.44157489358602,COMPLETED,False,7233,3.742392473967328,Purchase at United Airlines
CC_TXN_1123,CC_1000,2023-03-02,2023-03-03,1003,24.107041233145196,COMPLETED,True,3309,3.3576207357506065,Purchase at Trader Joes
CC_TXN_1124,CC_1000,2023-10-11,2023-10-12,1008,31.410769783998052,COMPLETED,False,5826,4.376379767040969,Purchase at Best Buy
CC_TXN_1125,CC_1000,2023-09-03,2023-09-03,1039,23.007144952437503,COMPLETED,False,6575,4.716113080987718,Purchase at Cash App
CC_TXN_1126,CC_1000,2023-06-22,2023-06-22,1024,102.3899970769299,COMPLETED,True,7176,4.849586811176504,Purchase at United Health
CC_TXN_1127,CC_1000,2023-07-15,2023-07-15,1004,49.84557667775638,COMPLETED,True,8151,1.1825210880220887,Purchase at Safeway
CC_TXN_1128,CC_1000,2023-02-15,2023-02-16,1003,155.49985196237307,COMPLETED,True,3309,3.7277764829198854,Purchase at Trader Joes
CC_TXN_1129,CC_1000,2023-02-09,2023-02-09,1024,931.8066163837689,COMPLETED,True,7176,2.2336549811696886,Purchase at United Health
CC_TXN_1130,CC_1000,2023-10-23,2023-10-25,1010,24.371082392351887,COMPLETED,False,5590,2.427471796084234,Purchase at Nike
CC_TXN_1131,CC_1000,2023-06-19,2023-06-21,1007,27.738236780419058,COMPLETED,False,9432,3.647720026951941,Purchase at Target
CC_TXN_1132,CC_1000,2023-11-02,2023-11-02,1035,166.5308344396471,COMPLETED,False,9976,3.0719847048031723,Purchase at Local Cafe
CC_TXN_1133,CC_1000,2023-10-16,2023-10-16,1023,40.16412497197239,COMPLETED,True,5158,3.1721109887091257,Purchase at Kaiser
CC_TXN_1134,CC_1000,2023-11-16,2023-11-17,1002,99.89130703405061,COMPLETED,False,1846,2.199336727780567,Purchase at Whole Foods
CC_TXN_1135,CC_1000,2023-11-12,2023-11-13,1006,548.0261471669161,COMPLETED,False,5825,2.2639456757148304,Purchase at Amazon
CC_TXN_1136,CC_1000,2023-05-23,2023-05-23,1002,84.10169546377273,COMPLETED,False,1846,3.2907781912757517,Purchase at Whole Foods
CC_TXN_1137,CC_1000,2023-11-05,2023-11-05,1009,287.5947356893468,COMPLETED,False,5519,4.519148613932707,Purchase at Macys
CC_TXN_1138,CC_1000,2023-01-25,2023-01-27,1027,69.3080408099953,COMPLETED,False,5570,4.10322831497961,Purchase at Marriott
CC_TXN_1139,CC_1000,2023-08-08,2023-08-09,1024,104.3814387505213,COMPLETED,True,7176,1.6795473795302627,Purchase at United Health
CC_TXN_1140,CC_1000,2023-10-15,2023-10-15,1022,194.53223352423623,COMPLETED,False,3078,4.731998636598494,Purchase at Walgreens
CC_TXN_1141,CC_1000,2023-01-28,2023-01-28,1035,143.42421124890447,COMPLETED,False,9976,2.0848542769288945,Purchase at Local Cafe
CC_TXN_1142,CC_1000,2023-02-25,2023-02-26,1016,27.127287885219825,COMPLETED,False,2569,4.595467651604945,Purchase at AT&T
CC_TXN_1143,CC_1000,2023-07-12,2023-07-14,1013,37.05514851113242,COMPLETED,False,8436,4.177983237716136,Purchase at Spotify
CC_TXN_1144,CC_1000,2023-09-30,2023-10-01,1002,74.05478126060629,COMPLETED,False,1846,1.2199581750968647,Purchase at Whole Foods
CC_TXN_1145,CC_1000,2023-12-16,2023-12-17,1035,61.301527905847436,COMPLETED,False,9976,2.8910617736380844,Purchase at Local Cafe
CC_TXN_1146,CC_1000,2023-07-04,2023-07-06,1006,55.58288889186797,COMPLETED,False,5825,2.9283476997984588,Purchase at Amazon
CC_TXN_1147,CC_1000,2023-07-13,2023-07-14,1032,70.34405524262668,COMPLETED,True,4905,2.117569283556934,Purchase at Starbucks
CC_TXN_1148,CC_1000,2023-03-26,2023-03-27,1033,7.941833748341627,COMPLETED,False,4661,1.1425133199146646,Purchase at Chipotle
CC_TXN_1149,CC_1000,2023-04-23,2023-04-24,1036,37.70965154544529,COMPLETED,False,6335,4.9407211644475755,Purchase at Venmo
CC_TXN_1150,CC_1000,2023-03-07,2023-03-08,1003,113.30651110035048,COMPLETED,True,3309,1.3593415594206681,Purchase at Trader Joes
CC_TXN_1151,CC_1000,2023-02-07,2023-02-09,1029,43.71524590802763,COMPLETED,False,4069,3.2701606508104932,Purchase at Airbnb
CC_TXN_1152,CC_1000,2023-05-22,2023-05-22,1003,345.3442488503,COMPLETED,True,3309,2.252384214662369,Purchase at Trader Joes
CC_TXN_1153,CC_1000,2023-03-19,2023-03-19,1027,201.92911746771227,COMPLETED,False,5570,4.433628622002222,Purchase at Marriott
CC_TXN_1154,CC_1000,2023-12-03,2023-12-04,1022,36.16456023652206,COMPLETED,False,3078,3.4997286661991605,Purchase at Walgreens
CC_TXN_1155,CC_1000,2023-07-18,2023-07-20,1013,42.941063827349375,COMPLETED,False,8436,3.6681957606210993,Purchase at Spotify
CC_TXN_1156,CC_1000,2023-08-22,2023-08-24,1034,153.01046134423288,COMPLETED,False,5967,1.9747819693377733,Purchase at Subway
CC_TXN_1157,CC_1000,2023-03-11,2023-03-12,1011,34.11882090641908,COMPLETED,False,2224,3.9574031510433216,Purchase at Netflix
CC_TXN_1158,CC_1000,2023-11-09,2023-11-11,1033,15.206884925410657,COMPLETED,False,4661,1.24988838945089,Purchase at Chipotle
CC_TXN_1159,CC_1000,2023-12-07,2023-12-07,1018,172.9798596878083,COMPLETED,False,9531,2.400490412796275,Purchase at Comcast
CC_TXN_1160,CC_1000,2023-12-11,2023-12-13,1017,50.38369227869239,COMPLETED,False,2337,1.1990417479872946,Purchase at PG&E
CC_TXN_1161,CC_1000,2023-01-01,2023-01-02,1027,10.52703577885804,COMPLETED,False,5570,2.4643343658970918,Purchase at Marriott
CC_TXN_1162,CC_1000,2023-05-06,2023-05-08,1040,239.38336416196893,COMPLETED,False,8243,2.4609298860999607,Purchase at Wire Transfer
CC_TXN_1163,CC_1000,2023-01-02,2023-01-03,1009,161.99547619513814,COMPLETED,False,5519,4.079429314952748,Purchase at Macys
CC_TXN_1164,CC_1000,2023-11-28,2023-11-30,1035,106.01162851210452,COMPLETED,False,9976,1.2539500591586954,Purchase at Local Cafe
CC_TXN_1165,CC_1000,2023-01-01,2023-01-02,1017,118.73303283854833,COMPLETED,False,2337,3.3201550265293087,Purchase at PG&E
CC_TXN_1166,CC_1000,2023-06-15,2023-06-16,1025,4.307978775318488,COMPLETED,False,6066,2.7842161679459143,Purchase at Blue Cross
CC_TXN_1167,CC_1000,2023-10-02,2023-10-04,1014,212.85945177350678,COMPLETED,False,3590,1.2923355915007035,Purchase at Steam
CC_TXN_1168,CC_1000,2023-04-27,2023-04-27,1020,41.02837861163045,COMPLETED,False,1819,1.5870348108006267,Purchase at Water Corp
CC_TXN_1169,CC_1000,2023-01-13,2023-01-15,1032,77.87373013150413,COMPLETED,True,4905,1.2312986267613804,Purchase at Starbucks
CC_TXN_1170,CC_1000,2023-04-20,2023-04-21,1013,31.565749870992654,COMPLETED,False,8436,1.219787163176759,Purchase at Spotify
CC_TXN_1171,CC_1000,2023-07-16,2023-07-17,1026,80.0238354113554,COMPLETED,False,7233,2.151850051928956,Purchase at United Airlines
CC_TXN_1172,CC_1000,2023-07-06,2023-07-08,1025,49.024846203828844,COMPLETED,False,6066,2.1112382025299596,Purchase at Blue Cross
CC_TXN_1173,CC_1000,2023-12-26,2023-12-27,1011,21.176730319237226,COMPLETED,False,2224,2.1210648822443887,Purchase at Netflix
CC_TXN_1174,CC_1000,2023-01-14,2023-01-16,1024,157.05429253829587,COMPLETED,True,7176,3.843890008925653,Purchase at United Health
CC_TXN_1175,CC_1000,2023-06-16,2023-06-18,1001,443.357922957999,COMPLETED,False,9755,2.029108223405164,Purchase at Walmart
CC_TXN_1176,CC_1000,2023-11-27,2023-11-27,1034,89.9135616103458,COMPLETED,False,5967,4.702578938219013,Purchase at Subway
CC_TXN_1177,CC_1000,2023-06-14,2023-06-15,1036,53.05874687920272,COMPLETED,False,6335,1.1434891645806817,Purchase at Venmo
CC_TXN_1178,CC_1000,2023-07-06,2023-07-08,1010,70.13884965062772,COMPLETED,False,5590,4.880786473692293,Purchase at Nike
CC_TXN_1179,CC_1000,2023-08-22,2023-08-23,1001,301.7245768094244,COMPLETED,False,9755,1.0697631260086382,Purchase at Walmart
CC_TXN_1180,CC_1000,2023-02-27,2023-02-27,1011,34.14508370516247,COMPLETED,False,2224,1.0643227598787868,Purchase at Netflix
CC_TXN_1181,CC_1000,2023-10-02,2023-10-02,1016,178.44667956839223,COMPLETED,False,2569,3.8628346028804383,Purchase at AT&T
CC_TXN_1182,CC_1000,2023-07-13,2023-07-15,1008,136.72865336871084,COMPLETED,False,5826,1.5000749395897235,Purchase at Best Buy
CC_TXN_1183,CC_1000,2023-02-02,2023-02-04,1039,14.615038802985286,COMPLETED,False,6575,3.373313467923969,Purchase at Cash App
CC_TXN_1184,CC_1000,2023-07-18,2023-07-20,1036,344.4828605112691,COMPLETED,False,6335,1.666375846708989,Purchase at Venmo
CC_TXN_1185,CC_1000,2023-08-03,2023-08-05,1016,69.27650260853463,COMPLETED,False,2569,4.38063036910205,Purchase at AT&T
CC_TXN_1186,CC_1000,2023-01-07,2023-01-09,1012,21.400135932495143,COMPLETED,False,8445,4.915297302671387,Purchase at AMC Theaters
CC_TXN_1187,CC_1000,2023-01-26,2023-01-27,1018,188.1334906137836,COMPLETED,False,9531,4.366992527230023,Purchase at Comcast
CC_TXN_1188,CC_1000,2023-08-15,2023-08-16,1003,6.659822780466904,COMPLETED,True,3309,3.883402890408795,Purchase at Trader Joes
CC_TXN_1189,CC_1000,2023-02-06,2023-02-07,1005,198.86121319949515,COMPLETED,False,6735,3.4759573792374696,Purchase at Kroger
CC_TXN_1190,CC_1000,2023-01-28,2023-01-30,1012,79.4506560982403,COMPLETED,False,8445,4.843247126789263,Purchase at AMC Theaters
CC_TXN_1191,CC_1000,2023-04-26,2023-04-28,1010,30.79343463827518,COMPLETED,False,5590,3.192855387652563,Purchase at Nike
