transaction_id,account_id,transaction_date,post_date,transaction_type,amount,balance_after,status,description
SAV_TXN_1049,SAV_1000,2023-02-14,2023-02-14,TRANSFER,342.8004197660526,14232.731638626576,COMPLETED,Regular savings transaction
SAV_TXN_1050,SAV_1000,2023-10-09,2023-10-09,WITHDRAWAL,1112.480897238575,7038.981424011966,COMPLETED,Regular savings transaction
SAV_TXN_1051,SAV_1000,2023-11-14,2023-11-14,TRANSFER,1364.6460152626753,4509.427150319165,COMPLETED,Regular savings transaction
SAV_TXN_1052,SAV_1000,2023-01-01,2023-01-01,INTEREST,89.01607524821428,1957.5530969433862,COMPLETED,Regular savings transaction
SAV_TXN_1053,SAV_1000,2023-10-03,2023-10-03,WITHDRAWAL,232.72728402178498,1983.6804520215458,COMPLETED,Regular savings transaction
SAV_TXN_1054,SAV_1000,2023-03-02,2023-03-02,INTEREST,95.86962590256474,3888.078788405917,COMPLETED,Regular savings transaction
SAV_TXN_1055,SAV_1000,2023-08-29,2023-08-29,INTEREST,378.24583252164916,3144.1370131811063,COMPLETED,Regular savings transaction
SAV_TXN_1056,SAV_1000,2023-02-08,2023-02-08,WITHDRAWAL,39.926149552304864,2469.5659097531234,COMPLETED,Regular savings transaction
SAV_TXN_1057,SAV_1000,2023-06-06,2023-06-06,WITHDRAWAL,339.9527615692117,7154.5444381367715,COMPLETED,Regular savings transaction
SAV_TXN_1058,SAV_1000,2023-06-11,2023-06-11,INTEREST,838.5773858506452,2435.028848759366,COMPLETED,Regular savings transaction
SAV_TXN_1059,SAV_1000,2023-01-31,2023-01-31,INTEREST,342.3709906222734,8066.829713697888,COMPLETED,Regular savings transaction
SAV_TXN_1060,SAV_1000,2023-05-05,2023-05-05,INTEREST,362.17014599752554,3396.929471899446,COMPLETED,Regular savings transaction
SAV_TXN_1061,SAV_1000,2023-08-12,2023-08-12,DEPOSIT,625.0417847423438,15199.097714004181,COMPLETED,Regular savings transaction
SAV_TXN_1062,SAV_1000,2023-07-17,2023-07-17,TRANSFER,198.85677506788667,3048.376023267331,COMPLETED,Regular savings transaction
SAV_TXN_1063,SAV_1000,2023-05-19,2023-05-19,DEPOSIT,398.12668225200025,16722.152518430226,COMPLETED,Regular savings transaction
SAV_TXN_1064,SAV_1000,2023-02-10,2023-02-10,INTEREST,575.2458218071293,11535.6596284166,COMPLETED,Regular savings transaction
SAV_TXN_1065,SAV_1000,2023-03-19,2023-03-19,DEPOSIT,968.9228070266063,2423.080623232884,COMPLETED,Regular savings transaction
SAV_TXN_1066,SAV_1000,2023-06-13,2023-06-13,TRANSFER,381.4339063527673,13302.887765134648,COMPLETED,Regular savings transaction
SAV_TXN_1067,SAV_1000,2023-08-24,2023-08-24,DEPOSIT,784.4473275982144,181927.04102470065,COMPLETED,Regular savings transaction
SAV_TXN_1068,SAV_1000,2023-05-06,2023-05-06,INTEREST,330.415509271774,10713.963377035841,COMPLETED,Regular savings transaction
SAV_TXN_1069,SAV_1000,2023-11-22,2023-11-22,DEPOSIT,1464.7334438578787,12772.51445344322,COMPLETED,Regular savings transaction
SAV_TXN_1070,SAV_1000,2023-05-12,2023-05-12,TRANSFER,265.73400464021427,71966.8006470599,COMPLETED,Regular savings transaction
SAV_TXN_1071,SAV_1000,2023-12-13,2023-12-13,TRANSFER,558.3089675585182,19604.82758479685,COMPLETED,Regular savings transaction
SAV_TXN_1072,SAV_1002,2023-04-12,2023-04-12,WITHDRAWAL,1384.4145794607557,7702.204605817742,COMPLETED,Regular savings transaction
SAV_TXN_1073,SAV_1002,2023-12-09,2023-12-09,TRANSFER,426.0345115914786,3112.1387764586593,COMPLETED,Regular savings transaction
SAV_TXN_1074,SAV_1002,2023-01-14,2023-01-14,DEPOSIT,35.974349678897944,6411.458274390366,COMPLETED,Regular savings transaction
SAV_TXN_1075,SAV_1002,2023-06-14,2023-06-14,INTEREST,630.4371084753565,29239.73270747174,COMPLETED,Regular savings transaction
SAV_TXN_1076,SAV_1002,2023-11-27,2023-11-27,WITHDRAWAL,562.7547017733202,12879.347839839544,COMPLETED,Regular savings transaction
SAV_TXN_1077,SAV_1002,2023-04-27,2023-04-27,TRANSFER,420.7631444451388,23048.57357283771,COMPLETED,Regular savings transaction
SAV_TXN_1078,SAV_1002,2023-12-04,2023-12-04,DEPOSIT,1025.684910970742,17319.447815999916,COMPLETED,Regular savings transaction
SAV_TXN_1079,SAV_1002,2023-05-12,2023-05-12,DEPOSIT,564.0763274269444,21814.442463766016,COMPLETED,Regular savings transaction
SAV_TXN_1080,SAV_1002,2023-01-12,2023-01-12,DEPOSIT,548.5369798601312,8482.655881768507,COMPLETED,Regular savings transaction
SAV_TXN_1081,SAV_1002,2023-09-17,2023-09-17,WITHDRAWAL,775.5350188820893,45786.33550110184,COMPLETED,Regular savings transaction
SAV_TXN_1082,SAV_1002,2023-09-13,2023-09-13,DEPOSIT,435.4741121876141,4850.932955618065,COMPLETED,Regular savings transaction
SAV_TXN_1083,SAV_1002,2023-04-10,2023-04-10,INTEREST,3820.274420531985,1562.8834635318817,COMPLETED,Regular savings transaction
SAV_TXN_1084,SAV_1002,2023-06-12,2023-06-12,INTEREST,71.690871021018,23779.48666612543,COMPLETED,Regular savings transaction
SAV_TXN_1085,SAV_1002,2023-01-07,2023-01-07,WITHDRAWAL,1358.6131514391989,13529.960609546657,COMPLETED,Regular savings transaction
SAV_TXN_1086,SAV_1002,2023-12-08,2023-12-08,WITHDRAWAL,271.03222787902905,4218.921566891582,COMPLETED,Regular savings transaction
SAV_TXN_1087,SAV_1002,2023-08-11,2023-08-11,DEPOSIT,245.5820150947878,5139.810749314257,COMPLETED,Regular savings transaction
SAV_TXN_1088,SAV_1002,2023-06-18,2023-06-18,TRANSFER,705.5087748817965,1189.957791563239,COMPLETED,Regular savings transaction
SAV_TXN_1089,SAV_1002,2023-04-17,2023-04-17,DEPOSIT,142.3125589332634,7899.869869758588,COMPLETED,Regular savings transaction
SAV_TXN_1090,SAV_1002,2023-03-10,2023-03-10,TRANSFER,127.19708769662739,4502.934004574403,COMPLETED,Regular savings transaction
SAV_TXN_1091,SAV_1002,2023-06-01,2023-06-01,TRANSFER,552.6039441107645,1297.8342814779166,COMPLETED,Regular savings transaction
SAV_TXN_1092,SAV_1002,2023-03-31,2023-03-31,WITHDRAWAL,246.47828287680173,24005.79817636186,COMPLETED,Regular savings transaction
SAV_TXN_1093,SAV_1002,2023-06-29,2023-06-29,DEPOSIT,266.6693406805075,39958.70349598581,COMPLETED,Regular savings transaction
SAV_TXN_1094,SAV_1002,2023-06-19,2023-06-19,DEPOSIT,717.3574602220714,5804.966503247201,COMPLETED,Regular savings transaction
SAV_TXN_1095,SAV_1002,2023-05-23,2023-05-23,INTEREST,83.39799013749955,14212.592562365686,COMPLETED,Regular savings transaction
SAV_TXN_1096,SAV_1002,2023-06-02,2023-06-02,INTEREST,162.51037842741832,4259.613767503995,COMPLETED,Regular savings transaction
SAV_TXN_1097,SAV_1002,2023-04-24,2023-04-24,WITHDRAWAL,2755.8670710501096,2462.1683137280725,COMPLETED,Regular savings transaction
SAV_TXN_1098,SAV_1002,2023-12-04,2023-12-04,WITHDRAWAL,206.57602475545372,7104.204303151504,COMPLETED,Regular savings transaction
SAV_TXN_1099,SAV_1002,2023-01-25,2023-01-25,DEPOSIT,377.3164991298762,26234.08838883088,COMPLETED,Regular savings transaction
SAV_TXN_1100,SAV_1002,2023-10-21,2023-10-21,DEPOSIT,207.04955050154624,4696.246572997235,COMPLETED,Regular savings transaction
SAV_TXN_1101,SAV_1002,2023-03-10,2023-03-10,INTEREST,2667.967043009997,29947.59462191929,COMPLETED,Regular savings transaction
SAV_TXN_1102,SAV_1002,2023-02-10,2023-02-10,TRANSFER,157.01031399575515,3851.746612028991,COMPLETED,Regular savings transaction
SAV_TXN_1103,SAV_1002,2023-12-20,2023-12-20,DEPOSIT,1201.1503178965127,11974.40503830834,COMPLETED,Regular savings transaction
SAV_TXN_1104,SAV_1002,2023-04-10,2023-04-10,INTEREST,283.58070082973364,1731.3915423567698,COMPLETED,Regular savings transaction
SAV_TXN_1105,SAV_1002,2023-03-05,2023-03-05,DEPOSIT,157.80801835231645,7479.432837832536,COMPLETED,Regular savings transaction
SAV_TXN_1106,SAV_1002,2023-10-10,2023-10-10,DEPOSIT,698.3041346329032,4854.645929184829,COMPLETED,Regular savings transaction
SAV_TXN_1107,SAV_1002,2023-05-04,2023-05-04,DEPOSIT,905.7438190219845,6223.671567794658,COMPLETED,Regular savings transaction
SAV_TXN_1108,SAV_1002,2023-10-08,2023-10-08,DEPOSIT,690.5806938510533,5376.245544734332,COMPLETED,Regular savings transaction
SAV_TXN_1109,SAV_1002,2023-08-02,2023-08-02,WITHDRAWAL,348.41616412131617,1636.3836885323299,COMPLETED,Regular savings transaction
SAV_TXN_1110,SAV_1002,2023-08-09,2023-08-09,DEPOSIT,301.49204807533937,27198.245990264943,COMPLETED,Regular savings transaction
SAV_TXN_1111,SAV_1002,2023-05-18,2023-05-18,DEPOSIT,293.67168254791903,4233.785302051792,COMPLETED,Regular savings transaction
SAV_TXN_1112,SAV_1002,2023-10-10,2023-10-10,INTEREST,237.8958589215409,3099.050536935954,COMPLETED,Regular savings transaction
SAV_TXN_1113,SAV_1002,2023-10-23,2023-10-23,DEPOSIT,153.08493749792706,30556.976407935614,COMPLETED,Regular savings transaction
SAV_TXN_1114,SAV_1002,2023-09-07,2023-09-07,WITHDRAWAL,309.3104235603229,2263.9423499542404,COMPLETED,Regular savings transaction
SAV_TXN_1115,SAV_1002,2023-08-12,2023-08-12,TRANSFER,643.1682691091364,7218.187686815184,COMPLETED,Regular savings transaction
SAV_TXN_1116,SAV_1002,2023-05-19,2023-05-19,INTEREST,625.7915661273265,19070.342564332062,COMPLETED,Regular savings transaction
SAV_TXN_1117,SAV_1002,2023-02-05,2023-02-05,DEPOSIT,984.1803791926388,10119.109094890568,COMPLETED,Regular savings transaction
SAV_TXN_1118,SAV_1002,2023-10-04,2023-10-04,TRANSFER,779.7550496222833,23259.1205756227,COMPLETED,Regular savings transaction
SAV_TXN_1119,SAV_1002,2023-04-09,2023-04-09,DEPOSIT,787.3597684790567,11018.05004522972,COMPLETED,Regular savings transaction
SAV_TXN_1120,SAV_1002,2023-07-30,2023-07-30,INTEREST,395.58102943263606,12797.859247615648,COMPLETED,Regular savings transaction
SAV_TXN_1121,SAV_1002,2023-05-31,2023-05-31,INTEREST,311.55236809070885,19361.70380801443,COMPLETED,Regular savings transaction
SAV_TXN_1122,SAV_1002,2023-03-09,2023-03-09,TRANSFER,306.8802350260786,7185.564718979215,COMPLETED,Regular savings transaction
SAV_TXN_1123,SAV_1002,2023-05-21,2023-05-21,DEPOSIT,286.4605509095839,2195.0870166363047,COMPLETED,Regular savings transaction
SAV_TXN_1124,SAV_1002,2023-02-24,2023-02-24,DEPOSIT,202.4015472744371,9758.06979651938,COMPLETED,Regular savings transaction
SAV_TXN_1125,SAV_1002,2023-02-24,2023-02-24,TRANSFER,175.47021690077256,25464.802037343477,COMPLETED,Regular savings transaction
SAV_TXN_1126,SAV_1002,2023-09-22,2023-09-22,INTEREST,551.6265227675328,5157.283851546071,COMPLETED,Regular savings transaction
SAV_TXN_1127,SAV_1002,2023-02-27,2023-02-27,WITHDRAWAL,122.81159747215219,7274.648333998253,COMPLETED,Regular savings transaction
SAV_TXN_1128,SAV_1002,2023-11-16,2023-11-16,DEPOSIT,208.99086151245154,220943.03233415974,COMPLETED,Regular savings transaction
SAV_TXN_1129,SAV_1002,2023-03-31,2023-03-31,DEPOSIT,110.8685411446611,116339.93407322212,COMPLETED,Regular savings transaction
SAV_TXN_1130,SAV_1002,2023-06-29,2023-06-29,WITHDRAWAL,432.5838963185666,55879.03432437013,COMPLETED,Regular savings transaction
SAV_TXN_1131,SAV_1002,2023-09-12,2023-09-12,WITHDRAWAL,1046.158573374,7276.06990029312,COMPLETED,Regular savings transaction
SAV_TXN_1132,SAV_1003,2023-09-23,2023-09-23,WITHDRAWAL,23.786720528559727,7847.317592699715,COMPLETED,Regular savings transaction
SAV_TXN_1133,SAV_1003,2023-04-14,2023-04-14,WITHDRAWAL,162.57986629884056,3148.0554047494393,COMPLETED,Regular savings transaction
SAV_TXN_1134,SAV_1003,2023-09-15,2023-09-15,DEPOSIT,109.64690307134532,6646.295513231689,COMPLETED,Regular savings transaction
SAV_TXN_1135,SAV_1003,2023-03-02,2023-03-02,DEPOSIT,242.36237471273503,12870.7855569509,COMPLETED,Regular savings transaction
SAV_TXN_1136,SAV_1003,2023-01-07,2023-01-07,INTEREST,3590.767790391723,1315.198519669379,COMPLETED,Regular savings transaction
SAV_TXN_1137,SAV_1003,2023-11-30,2023-11-30,WITHDRAWAL,158.41495282869133,4277.921643610763,COMPLETED,Regular savings transaction
SAV_TXN_1138,SAV_1003,2023-11-11,2023-11-11,DEPOSIT,145.12304583978215,14320.676144288034,COMPLETED,Regular savings transaction
SAV_TXN_1139,SAV_1003,2023-03-30,2023-03-30,INTEREST,1366.2879054668847,4903.5193596437375,COMPLETED,Regular savings transaction
SAV_TXN_1140,SAV_1003,2023-01-03,2023-01-03,WITHDRAWAL,288.5857515354365,10383.865139111678,COMPLETED,Regular savings transaction
SAV_TXN_1141,SAV_1003,2023-05-13,2023-05-13,TRANSFER,346.069403541076,4141.663460542207,COMPLETED,Regular savings transaction
SAV_TXN_1142,SAV_1003,2023-06-15,2023-06-15,TRANSFER,454.6325018524827,7371.268656502525,COMPLETED,Regular savings transaction
SAV_TXN_1143,SAV_1003,2023-05-02,2023-05-02,WITHDRAWAL,223.53764898458172,4346.603509624257,COMPLETED,Regular savings transaction
SAV_TXN_1144,SAV_1003,2023-07-30,2023-07-30,WITHDRAWAL,246.78633785851721,2992.2961552917855,COMPLETED,Regular savings transaction
SAV_TXN_1145,SAV_1003,2023-02-03,2023-02-03,INTEREST,1390.3369689058518,6162.210684075855,COMPLETED,Regular savings transaction
SAV_TXN_1146,SAV_1003,2023-12-24,2023-12-24,DEPOSIT,881.9694720253759,1812.6282757284357,COMPLETED,Regular savings transaction
SAV_TXN_1147,SAV_1003,2023-08-22,2023-08-22,INTEREST,635.2228541357879,10723.51154791254,COMPLETED,Regular savings transaction
SAV_TXN_1148,SAV_1003,2023-07-10,2023-07-10,DEPOSIT,922.5925181992474,899.1897050907855,COMPLETED,Regular savings transaction
SAV_TXN_1149,SAV_1003,2023-02-25,2023-02-25,INTEREST,170.2708314803949,6857.419114993566,COMPLETED,Regular savings transaction
SAV_TXN_1150,SAV_1003,2023-10-30,2023-10-30,INTEREST,565.2516622007331,24921.861246965593,COMPLETED,Regular savings transaction
SAV_TXN_1151,SAV_1003,2023-07-16,2023-07-16,WITHDRAWAL,696.9091789704244,2149.4901437518597,COMPLETED,Regular savings transaction
SAV_TXN_1152,SAV_1003,2023-12-07,2023-12-07,DEPOSIT,997.6560544511133,15786.057334718998,COMPLETED,Regular savings transaction
SAV_TXN_1153,SAV_1003,2023-08-26,2023-08-26,DEPOSIT,446.55070216492646,8030.889497785695,COMPLETED,Regular savings transaction
SAV_TXN_1154,SAV_1003,2023-05-12,2023-05-12,INTEREST,203.15078782534016,3450.4383105131674,COMPLETED,Regular savings transaction
SAV_TXN_1155,SAV_1003,2023-01-08,2023-01-08,TRANSFER,151.38537365077983,3073.926254702478,COMPLETED,Regular savings transaction
SAV_TXN_1156,SAV_1003,2023-04-19,2023-04-19,TRANSFER,416.98793573840715,3759.2828076851665,COMPLETED,Regular savings transaction
SAV_TXN_1157,SAV_1003,2023-01-02,2023-01-02,DEPOSIT,3504.7999694477926,15811.855785291657,COMPLETED,Regular savings transaction
SAV_TXN_1158,SAV_1003,2023-05-22,2023-05-22,WITHDRAWAL,499.71069642250023,6352.370365481666,COMPLETED,Regular savings transaction
SAV_TXN_1159,SAV_1003,2023-05-18,2023-05-18,DEPOSIT,75.35903241608074,9536.067616860588,COMPLETED,Regular savings transaction
SAV_TXN_1160,SAV_1003,2023-04-02,2023-04-02,INTEREST,1491.5157513703239,8180.11218366452,COMPLETED,Regular savings transaction
SAV_TXN_1161,SAV_1003,2023-06-08,2023-06-08,INTEREST,1250.1137998760594,4972.712083456475,COMPLETED,Regular savings transaction
SAV_TXN_1162,SAV_1003,2023-08-19,2023-08-19,DEPOSIT,1687.8368966399707,1599.9360937715512,COMPLETED,Regular savings transaction
SAV_TXN_1163,SAV_1003,2023-05-23,2023-05-23,TRANSFER,1057.9707113037941,30294.559897948457,COMPLETED,Regular savings transaction
SAV_TXN_1164,SAV_1003,2023-04-27,2023-04-27,WITHDRAWAL,351.0320803804726,13087.382296120953,COMPLETED,Regular savings transaction
SAV_TXN_1165,SAV_1003,2023-07-09,2023-07-09,TRANSFER,2908.6810771190085,20816.35606345154,COMPLETED,Regular savings transaction
SAV_TXN_1166,SAV_1003,2023-08-01,2023-08-01,INTEREST,2166.399413058761,8988.212783219053,COMPLETED,Regular savings transaction
SAV_TXN_1167,SAV_1003,2023-09-19,2023-09-19,INTEREST,1030.768049866538,13310.47526587099,COMPLETED,Regular savings transaction
SAV_TXN_1168,SAV_1003,2023-09-12,2023-09-12,INTEREST,233.23346218445775,3826.506853516153,COMPLETED,Regular savings transaction
SAV_TXN_1169,SAV_1003,2023-12-21,2023-12-21,INTEREST,54.93159215699728,9740.77667287807,COMPLETED,Regular savings transaction
SAV_TXN_1170,SAV_1003,2023-01-10,2023-01-10,WITHDRAWAL,838.1620504548075,16909.029081480403,COMPLETED,Regular savings transaction
SAV_TXN_1171,SAV_1003,2023-04-17,2023-04-17,TRANSFER,24.002858708755685,4641.886958059672,COMPLETED,Regular savings transaction
SAV_TXN_1172,SAV_1003,2023-03-06,2023-03-06,TRANSFER,594.4875944313774,5298.101274861207,COMPLETED,Regular savings transaction
SAV_TXN_1173,SAV_1003,2023-11-25,2023-11-25,TRANSFER,39.699671773463066,78488.93454798995,COMPLETED,Regular savings transaction
SAV_TXN_1174,SAV_1003,2023-01-11,2023-01-11,WITHDRAWAL,343.21326045577393,17309.063711824052,COMPLETED,Regular savings transaction
SAV_TXN_1175,SAV_1003,2023-04-16,2023-04-16,TRANSFER,401.74610160031176,4000.779369065625,COMPLETED,Regular savings transaction
SAV_TXN_1176,SAV_1003,2023-03-02,2023-03-02,WITHDRAWAL,260.1196897866077,18054.72580196621,COMPLETED,Regular savings transaction
SAV_TXN_1177,SAV_1003,2023-11-27,2023-11-27,TRANSFER,300.1579205178703,11400.228525554656,COMPLETED,Regular savings transaction
SAV_TXN_1178,SAV_1003,2023-11-03,2023-11-03,INTEREST,2616.1997350080815,29536.96789817354,COMPLETED,Regular savings transaction
SAV_TXN_1179,SAV_1003,2023-05-30,2023-05-30,TRANSFER,1370.3177858590839,7552.22407206176,COMPLETED,Regular savings transaction
SAV_TXN_1180,SAV_1003,2023-09-26,2023-09-26,TRANSFER,121.20505114922848,40650.27892472857,COMPLETED,Regular savings transaction
SAV_TXN_1181,SAV_1003,2023-02-28,2023-02-28,INTEREST,1168.5279627425953,6216.239889203399,COMPLETED,Regular savings transaction
SAV_TXN_1182,SAV_1003,2023-03-11,2023-03-11,DEPOSIT,1417.4219002735667,41068.48345860468,COMPLETED,Regular savings transaction
SAV_TXN_1183,SAV_1003,2023-07-25,2023-07-25,INTEREST,520.4864143209061,4593.145029988559,COMPLETED,Regular savings transaction
SAV_TXN_1184,SAV_1003,2023-06-16,2023-06-16,INTEREST,239.08925108266044,12879.828907442921,COMPLETED,Regular savings transaction
SAV_TXN_1185,SAV_1003,2023-01-17,2023-01-17,TRANSFER,237.71705019319285,38389.87891585038,COMPLETED,Regular savings transaction
SAV_TXN_1186,SAV_1003,2023-02-15,2023-02-15,WITHDRAWAL,332.9309680382127,9534.4197299976,COMPLETED,Regular savings transaction
SAV_TXN_1187,SAV_1003,2023-08-01,2023-08-01,TRANSFER,208.92120193511474,4615.32710270217,COMPLETED,Regular savings transaction
SAV_TXN_1188,SAV_1003,2023-09-05,2023-09-05,DEPOSIT,190.23367454133043,1958.4228300463772,COMPLETED,Regular savings transaction
SAV_TXN_1189,SAV_1003,2023-11-07,2023-11-07,WITHDRAWAL,111.66618135976917,4377.81359761827,COMPLETED,Regular savings transaction
SAV_TXN_1190,SAV_1003,2023-03-13,2023-03-13,WITHDRAWAL,155.9246193854809,2874.1186134509803,COMPLETED,Regular savings transaction
SAV_TXN_1191,SAV_1003,2023-10-07,2023-10-07,WITHDRAWAL,68.64987632028908,24822.985599399857,COMPLETED,Regular savings transaction
SAV_TXN_1192,SAV_1003,2023-10-22,2023-10-22,DEPOSIT,515.826854324452,12024.722101687103,COMPLETED,Regular savings transaction
